customer_no,timestamp,location,next_location
1169,2019-09-02 19:00:00,entry,dairy
1170,2019-09-02 19:00:00,entry,drinks
1171,2019-09-02 19:00:00,entry,fruit
1172,2019-09-02 19:00:00,entry,spices
1173,2019-09-02 19:00:00,entry,spices
1153,2019-09-02 19:00:00,fruit,fruit
1162,2019-09-02 19:00:00,fruit,fruit
1168,2019-09-02 19:00:00,fruit,fruit
1138,2019-09-02 19:00:00,spices,spices
1152,2019-09-02 19:00:00,spices,spices
1151,2019-09-02 19:01:00,checkout,checkout
1161,2019-09-02 19:01:00,checkout,checkout
1142,2019-09-02 19:01:00,dairy,dairy
1149,2019-09-02 19:01:00,dairy,dairy
1150,2019-09-02 19:01:00,dairy,dairy
1154,2019-09-02 19:01:00,dairy,dairy
1165,2019-09-02 19:01:00,dairy,dairy
1169,2019-09-02 19:01:00,dairy,checkout
1155,2019-09-02 19:01:00,drinks,drinks
1156,2019-09-02 19:01:00,drinks,drinks
1166,2019-09-02 19:01:00,drinks,fruit
1170,2019-09-02 19:01:00,drinks,drinks
1174,2019-09-02 19:01:00,entry,fruit
1175,2019-09-02 19:01:00,entry,fruit
1176,2019-09-02 19:01:00,entry,fruit
1143,2019-09-02 19:01:00,fruit,fruit
1153,2019-09-02 19:01:00,fruit,dairy
1162,2019-09-02 19:01:00,fruit,fruit
1168,2019-09-02 19:01:00,fruit,fruit
1171,2019-09-02 19:01:00,fruit,fruit
1138,2019-09-02 19:01:00,spices,spices
1152,2019-09-02 19:01:00,spices,dairy
1172,2019-09-02 19:01:00,spices,spices
1173,2019-09-02 19:01:00,spices,checkout
1169,2019-09-02 19:02:00,checkout,checkout
1173,2019-09-02 19:02:00,checkout,checkout
1142,2019-09-02 19:02:00,dairy,dairy
1149,2019-09-02 19:02:00,dairy,dairy
1150,2019-09-02 19:02:00,dairy,dairy
1152,2019-09-02 19:02:00,dairy,dairy
1153,2019-09-02 19:02:00,dairy,fruit
1154,2019-09-02 19:02:00,dairy,dairy
1165,2019-09-02 19:02:00,dairy,dairy
1155,2019-09-02 19:02:00,drinks,checkout
1156,2019-09-02 19:02:00,drinks,checkout
1170,2019-09-02 19:02:00,drinks,checkout
1143,2019-09-02 19:02:00,fruit,fruit
1162,2019-09-02 19:02:00,fruit,fruit
1166,2019-09-02 19:02:00,fruit,fruit
1168,2019-09-02 19:02:00,fruit,checkout
1171,2019-09-02 19:02:00,fruit,fruit
1174,2019-09-02 19:02:00,fruit,fruit
1175,2019-09-02 19:02:00,fruit,fruit
1176,2019-09-02 19:02:00,fruit,checkout
1138,2019-09-02 19:02:00,spices,checkout
1172,2019-09-02 19:02:00,spices,spices
1138,2019-09-02 19:03:00,checkout,checkout
1155,2019-09-02 19:03:00,checkout,checkout
1156,2019-09-02 19:03:00,checkout,checkout
1168,2019-09-02 19:03:00,checkout,checkout
1170,2019-09-02 19:03:00,checkout,checkout
1176,2019-09-02 19:03:00,checkout,checkout
1142,2019-09-02 19:03:00,dairy,dairy
1149,2019-09-02 19:03:00,dairy,dairy
1150,2019-09-02 19:03:00,dairy,dairy
1152,2019-09-02 19:03:00,dairy,dairy
1154,2019-09-02 19:03:00,dairy,checkout
1165,2019-09-02 19:03:00,dairy,dairy
1177,2019-09-02 19:03:00,entry,drinks
1178,2019-09-02 19:03:00,entry,fruit
1179,2019-09-02 19:03:00,entry,dairy
1143,2019-09-02 19:03:00,fruit,fruit
1153,2019-09-02 19:03:00,fruit,fruit
1162,2019-09-02 19:03:00,fruit,fruit
1166,2019-09-02 19:03:00,fruit,fruit
1171,2019-09-02 19:03:00,fruit,checkout
1174,2019-09-02 19:03:00,fruit,fruit
1175,2019-09-02 19:03:00,fruit,checkout
1172,2019-09-02 19:03:00,spices,spices
1154,2019-09-02 19:04:00,checkout,checkout
1171,2019-09-02 19:04:00,checkout,checkout
1175,2019-09-02 19:04:00,checkout,checkout
1142,2019-09-02 19:04:00,dairy,dairy
1149,2019-09-02 19:04:00,dairy,dairy
1150,2019-09-02 19:04:00,dairy,spices
1152,2019-09-02 19:04:00,dairy,spices
1165,2019-09-02 19:04:00,dairy,dairy
1179,2019-09-02 19:04:00,dairy,dairy
1177,2019-09-02 19:04:00,drinks,drinks
1143,2019-09-02 19:04:00,fruit,checkout
1153,2019-09-02 19:04:00,fruit,fruit
1162,2019-09-02 19:04:00,fruit,fruit
1166,2019-09-02 19:04:00,fruit,fruit
1174,2019-09-02 19:04:00,fruit,fruit
1178,2019-09-02 19:04:00,fruit,fruit
1172,2019-09-02 19:04:00,spices,spices
1143,2019-09-02 19:05:00,checkout,checkout
1142,2019-09-02 19:05:00,dairy,dairy
1149,2019-09-02 19:05:00,dairy,dairy
1165,2019-09-02 19:05:00,dairy,dairy
1179,2019-09-02 19:05:00,dairy,checkout
1177,2019-09-02 19:05:00,drinks,drinks
1153,2019-09-02 19:05:00,fruit,fruit
1162,2019-09-02 19:05:00,fruit,fruit
1166,2019-09-02 19:05:00,fruit,checkout
1174,2019-09-02 19:05:00,fruit,fruit
1178,2019-09-02 19:05:00,fruit,fruit
1150,2019-09-02 19:05:00,spices,spices
1152,2019-09-02 19:05:00,spices,spices
1172,2019-09-02 19:05:00,spices,dairy
1166,2019-09-02 19:06:00,checkout,checkout
1179,2019-09-02 19:06:00,checkout,checkout
1142,2019-09-02 19:06:00,dairy,dairy
1149,2019-09-02 19:06:00,dairy,dairy
1165,2019-09-02 19:06:00,dairy,dairy
1172,2019-09-02 19:06:00,dairy,dairy
1177,2019-09-02 19:06:00,drinks,drinks
1180,2019-09-02 19:06:00,entry,dairy
1181,2019-09-02 19:06:00,entry,dairy
1182,2019-09-02 19:06:00,entry,dairy
1183,2019-09-02 19:06:00,entry,drinks
1184,2019-09-02 19:06:00,entry,dairy
1153,2019-09-02 19:06:00,fruit,checkout
1162,2019-09-02 19:06:00,fruit,fruit
1174,2019-09-02 19:06:00,fruit,checkout
1178,2019-09-02 19:06:00,fruit,fruit
1150,2019-09-02 19:06:00,spices,dairy
1152,2019-09-02 19:06:00,spices,spices
1153,2019-09-02 19:07:00,checkout,checkout
1174,2019-09-02 19:07:00,checkout,checkout
1142,2019-09-02 19:07:00,dairy,dairy
1149,2019-09-02 19:07:00,dairy,dairy
1150,2019-09-02 19:07:00,dairy,dairy
1165,2019-09-02 19:07:00,dairy,dairy
1172,2019-09-02 19:07:00,dairy,dairy
1180,2019-09-02 19:07:00,dairy,dairy
1181,2019-09-02 19:07:00,dairy,dairy
1182,2019-09-02 19:07:00,dairy,checkout
1184,2019-09-02 19:07:00,dairy,drinks
1177,2019-09-02 19:07:00,drinks,drinks
1183,2019-09-02 19:07:00,drinks,drinks
1162,2019-09-02 19:07:00,fruit,fruit
1178,2019-09-02 19:07:00,fruit,fruit
1152,2019-09-02 19:07:00,spices,spices
1182,2019-09-02 19:08:00,checkout,checkout
1142,2019-09-02 19:08:00,dairy,drinks
1149,2019-09-02 19:08:00,dairy,dairy
1150,2019-09-02 19:08:00,dairy,fruit
1165,2019-09-02 19:08:00,dairy,dairy
1172,2019-09-02 19:08:00,dairy,checkout
1180,2019-09-02 19:08:00,dairy,dairy
1181,2019-09-02 19:08:00,dairy,checkout
1177,2019-09-02 19:08:00,drinks,drinks
1183,2019-09-02 19:08:00,drinks,drinks
1184,2019-09-02 19:08:00,drinks,drinks
1185,2019-09-02 19:08:00,entry,dairy
1186,2019-09-02 19:08:00,entry,fruit
1187,2019-09-02 19:08:00,entry,dairy
1188,2019-09-02 19:08:00,entry,fruit
1189,2019-09-02 19:08:00,entry,dairy
1190,2019-09-02 19:08:00,entry,spices
1191,2019-09-02 19:08:00,entry,dairy
1162,2019-09-02 19:08:00,fruit,checkout
1178,2019-09-02 19:08:00,fruit,checkout
1152,2019-09-02 19:08:00,spices,checkout
1152,2019-09-02 19:09:00,checkout,checkout
1162,2019-09-02 19:09:00,checkout,checkout
1172,2019-09-02 19:09:00,checkout,checkout
1178,2019-09-02 19:09:00,checkout,checkout
1181,2019-09-02 19:09:00,checkout,checkout
1149,2019-09-02 19:09:00,dairy,dairy
1165,2019-09-02 19:09:00,dairy,dairy
1180,2019-09-02 19:09:00,dairy,spices
1185,2019-09-02 19:09:00,dairy,drinks
1187,2019-09-02 19:09:00,dairy,drinks
1189,2019-09-02 19:09:00,dairy,dairy
1191,2019-09-02 19:09:00,dairy,dairy
1142,2019-09-02 19:09:00,drinks,drinks
1177,2019-09-02 19:09:00,drinks,drinks
1183,2019-09-02 19:09:00,drinks,checkout
1184,2019-09-02 19:09:00,drinks,drinks
1192,2019-09-02 19:09:00,entry,drinks
1193,2019-09-02 19:09:00,entry,drinks
1150,2019-09-02 19:09:00,fruit,fruit
1186,2019-09-02 19:09:00,fruit,dairy
1188,2019-09-02 19:09:00,fruit,dairy
1190,2019-09-02 19:09:00,spices,drinks
1183,2019-09-02 19:10:00,checkout,checkout
1149,2019-09-02 19:10:00,dairy,dairy
1165,2019-09-02 19:10:00,dairy,dairy
1186,2019-09-02 19:10:00,dairy,drinks
1188,2019-09-02 19:10:00,dairy,dairy
1189,2019-09-02 19:10:00,dairy,dairy
1191,2019-09-02 19:10:00,dairy,dairy
1142,2019-09-02 19:10:00,drinks,drinks
1177,2019-09-02 19:10:00,drinks,checkout
1184,2019-09-02 19:10:00,drinks,checkout
1185,2019-09-02 19:10:00,drinks,checkout
1187,2019-09-02 19:10:00,drinks,checkout
1190,2019-09-02 19:10:00,drinks,drinks
1192,2019-09-02 19:10:00,drinks,drinks
1193,2019-09-02 19:10:00,drinks,drinks
1150,2019-09-02 19:10:00,fruit,checkout
1180,2019-09-02 19:10:00,spices,spices
1150,2019-09-02 19:11:00,checkout,checkout
1177,2019-09-02 19:11:00,checkout,checkout
1184,2019-09-02 19:11:00,checkout,checkout
1185,2019-09-02 19:11:00,checkout,checkout
1187,2019-09-02 19:11:00,checkout,checkout
1149,2019-09-02 19:11:00,dairy,dairy
1165,2019-09-02 19:11:00,dairy,dairy
1188,2019-09-02 19:11:00,dairy,dairy
1189,2019-09-02 19:11:00,dairy,dairy
1191,2019-09-02 19:11:00,dairy,dairy
1142,2019-09-02 19:11:00,drinks,drinks
1186,2019-09-02 19:11:00,drinks,drinks
1190,2019-09-02 19:11:00,drinks,checkout
1192,2019-09-02 19:11:00,drinks,drinks
1193,2019-09-02 19:11:00,drinks,drinks
1180,2019-09-02 19:11:00,spices,fruit
1190,2019-09-02 19:12:00,checkout,checkout
1149,2019-09-02 19:12:00,dairy,dairy
1165,2019-09-02 19:12:00,dairy,dairy
1188,2019-09-02 19:12:00,dairy,dairy
1189,2019-09-02 19:12:00,dairy,dairy
1191,2019-09-02 19:12:00,dairy,dairy
1142,2019-09-02 19:12:00,drinks,drinks
1186,2019-09-02 19:12:00,drinks,fruit
1192,2019-09-02 19:12:00,drinks,fruit
1193,2019-09-02 19:12:00,drinks,checkout
1194,2019-09-02 19:12:00,entry,fruit
1195,2019-09-02 19:12:00,entry,fruit
1196,2019-09-02 19:12:00,entry,spices
1180,2019-09-02 19:12:00,fruit,fruit
1193,2019-09-02 19:13:00,checkout,checkout
1149,2019-09-02 19:13:00,dairy,dairy
1165,2019-09-02 19:13:00,dairy,dairy
1188,2019-09-02 19:13:00,dairy,dairy
1189,2019-09-02 19:13:00,dairy,dairy
1191,2019-09-02 19:13:00,dairy,dairy
1142,2019-09-02 19:13:00,drinks,drinks
1197,2019-09-02 19:13:00,entry,spices
1198,2019-09-02 19:13:00,entry,drinks
1199,2019-09-02 19:13:00,entry,drinks
1200,2019-09-02 19:13:00,entry,fruit
1201,2019-09-02 19:13:00,entry,dairy
1202,2019-09-02 19:13:00,entry,fruit
1203,2019-09-02 19:13:00,entry,dairy
1180,2019-09-02 19:13:00,fruit,checkout
1186,2019-09-02 19:13:00,fruit,fruit
1192,2019-09-02 19:13:00,fruit,spices
1194,2019-09-02 19:13:00,fruit,dairy
1195,2019-09-02 19:13:00,fruit,dairy
1196,2019-09-02 19:13:00,spices,checkout
1180,2019-09-02 19:14:00,checkout,checkout
1196,2019-09-02 19:14:00,checkout,checkout
1149,2019-09-02 19:14:00,dairy,dairy
1165,2019-09-02 19:14:00,dairy,dairy
1188,2019-09-02 19:14:00,dairy,checkout
1189,2019-09-02 19:14:00,dairy,dairy
1191,2019-09-02 19:14:00,dairy,dairy
1194,2019-09-02 19:14:00,dairy,dairy
1195,2019-09-02 19:14:00,dairy,spices
1201,2019-09-02 19:14:00,dairy,dairy
1203,2019-09-02 19:14:00,dairy,spices
1142,2019-09-02 19:14:00,drinks,checkout
1198,2019-09-02 19:14:00,drinks,drinks
1199,2019-09-02 19:14:00,drinks,checkout
1186,2019-09-02 19:14:00,fruit,checkout
1200,2019-09-02 19:14:00,fruit,checkout
1202,2019-09-02 19:14:00,fruit,checkout
1192,2019-09-02 19:14:00,spices,fruit
1197,2019-09-02 19:14:00,spices,dairy
1142,2019-09-02 19:15:00,checkout,checkout
1186,2019-09-02 19:15:00,checkout,checkout
1188,2019-09-02 19:15:00,checkout,checkout
1199,2019-09-02 19:15:00,checkout,checkout
1200,2019-09-02 19:15:00,checkout,checkout
1202,2019-09-02 19:15:00,checkout,checkout
1149,2019-09-02 19:15:00,dairy,dairy
1165,2019-09-02 19:15:00,dairy,spices
1189,2019-09-02 19:15:00,dairy,dairy
1191,2019-09-02 19:15:00,dairy,checkout
1194,2019-09-02 19:15:00,dairy,dairy
1197,2019-09-02 19:15:00,dairy,dairy
1201,2019-09-02 19:15:00,dairy,dairy
1198,2019-09-02 19:15:00,drinks,drinks
1204,2019-09-02 19:15:00,entry,drinks
1205,2019-09-02 19:15:00,entry,dairy
1206,2019-09-02 19:15:00,entry,spices
1192,2019-09-02 19:15:00,fruit,checkout
1195,2019-09-02 19:15:00,spices,drinks
1203,2019-09-02 19:15:00,spices,drinks
1191,2019-09-02 19:16:00,checkout,checkout
1192,2019-09-02 19:16:00,checkout,checkout
1149,2019-09-02 19:16:00,dairy,dairy
1189,2019-09-02 19:16:00,dairy,dairy
1194,2019-09-02 19:16:00,dairy,dairy
1197,2019-09-02 19:16:00,dairy,drinks
1201,2019-09-02 19:16:00,dairy,dairy
1205,2019-09-02 19:16:00,dairy,dairy
1195,2019-09-02 19:16:00,drinks,drinks
1198,2019-09-02 19:16:00,drinks,drinks
1203,2019-09-02 19:16:00,drinks,drinks
1204,2019-09-02 19:16:00,drinks,drinks
1207,2019-09-02 19:16:00,entry,fruit
1208,2019-09-02 19:16:00,entry,drinks
1165,2019-09-02 19:16:00,spices,fruit
1206,2019-09-02 19:16:00,spices,checkout
1206,2019-09-02 19:17:00,checkout,checkout
1149,2019-09-02 19:17:00,dairy,dairy
1189,2019-09-02 19:17:00,dairy,dairy
1194,2019-09-02 19:17:00,dairy,checkout
1201,2019-09-02 19:17:00,dairy,dairy
1205,2019-09-02 19:17:00,dairy,dairy
1195,2019-09-02 19:17:00,drinks,fruit
1197,2019-09-02 19:17:00,drinks,checkout
1198,2019-09-02 19:17:00,drinks,drinks
1203,2019-09-02 19:17:00,drinks,drinks
1204,2019-09-02 19:17:00,drinks,checkout
1208,2019-09-02 19:17:00,drinks,drinks
1165,2019-09-02 19:17:00,fruit,dairy
1207,2019-09-02 19:17:00,fruit,checkout
1194,2019-09-02 19:18:00,checkout,checkout
1197,2019-09-02 19:18:00,checkout,checkout
1204,2019-09-02 19:18:00,checkout,checkout
1207,2019-09-02 19:18:00,checkout,checkout
1149,2019-09-02 19:18:00,dairy,dairy
1165,2019-09-02 19:18:00,dairy,dairy
1189,2019-09-02 19:18:00,dairy,dairy
1201,2019-09-02 19:18:00,dairy,dairy
1205,2019-09-02 19:18:00,dairy,spices
1198,2019-09-02 19:18:00,drinks,checkout
1203,2019-09-02 19:18:00,drinks,checkout
1208,2019-09-02 19:18:00,drinks,drinks
1195,2019-09-02 19:18:00,fruit,drinks
1198,2019-09-02 19:19:00,checkout,checkout
1203,2019-09-02 19:19:00,checkout,checkout
1149,2019-09-02 19:19:00,dairy,dairy
1165,2019-09-02 19:19:00,dairy,dairy
1189,2019-09-02 19:19:00,dairy,dairy
1201,2019-09-02 19:19:00,dairy,checkout
1195,2019-09-02 19:19:00,drinks,drinks
1208,2019-09-02 19:19:00,drinks,drinks
1209,2019-09-02 19:19:00,entry,drinks
1205,2019-09-02 19:19:00,spices,dairy
1201,2019-09-02 19:20:00,checkout,checkout
1149,2019-09-02 19:20:00,dairy,dairy
1165,2019-09-02 19:20:00,dairy,dairy
1189,2019-09-02 19:20:00,dairy,dairy
1205,2019-09-02 19:20:00,dairy,dairy
1195,2019-09-02 19:20:00,drinks,drinks
1208,2019-09-02 19:20:00,drinks,fruit
1209,2019-09-02 19:20:00,drinks,checkout
1209,2019-09-02 19:21:00,checkout,checkout
1149,2019-09-02 19:21:00,dairy,drinks
1165,2019-09-02 19:21:00,dairy,fruit
1189,2019-09-02 19:21:00,dairy,dairy
1205,2019-09-02 19:21:00,dairy,fruit
1195,2019-09-02 19:21:00,drinks,checkout
1210,2019-09-02 19:21:00,entry,spices
1211,2019-09-02 19:21:00,entry,fruit
1212,2019-09-02 19:21:00,entry,dairy
1208,2019-09-02 19:21:00,fruit,fruit
1195,2019-09-02 19:22:00,checkout,checkout
1189,2019-09-02 19:22:00,dairy,dairy
1212,2019-09-02 19:22:00,dairy,dairy
1149,2019-09-02 19:22:00,drinks,drinks
1213,2019-09-02 19:22:00,entry,fruit
1214,2019-09-02 19:22:00,entry,spices
1215,2019-09-02 19:22:00,entry,drinks
1216,2019-09-02 19:22:00,entry,dairy
1217,2019-09-02 19:22:00,entry,fruit
1165,2019-09-02 19:22:00,fruit,fruit
1205,2019-09-02 19:22:00,fruit,drinks
1208,2019-09-02 19:22:00,fruit,fruit
1211,2019-09-02 19:22:00,fruit,fruit
1210,2019-09-02 19:22:00,spices,drinks
1189,2019-09-02 19:23:00,dairy,dairy
1212,2019-09-02 19:23:00,dairy,spices
1216,2019-09-02 19:23:00,dairy,dairy
1149,2019-09-02 19:23:00,drinks,drinks
1205,2019-09-02 19:23:00,drinks,drinks
1210,2019-09-02 19:23:00,drinks,checkout
1215,2019-09-02 19:23:00,drinks,checkout
1165,2019-09-02 19:23:00,fruit,fruit
1208,2019-09-02 19:23:00,fruit,checkout
1211,2019-09-02 19:23:00,fruit,checkout
1213,2019-09-02 19:23:00,fruit,dairy
1217,2019-09-02 19:23:00,fruit,fruit
1214,2019-09-02 19:23:00,spices,drinks
1208,2019-09-02 19:24:00,checkout,checkout
1210,2019-09-02 19:24:00,checkout,checkout
1211,2019-09-02 19:24:00,checkout,checkout
1215,2019-09-02 19:24:00,checkout,checkout
1189,2019-09-02 19:24:00,dairy,dairy
1213,2019-09-02 19:24:00,dairy,dairy
1216,2019-09-02 19:24:00,dairy,dairy
1149,2019-09-02 19:24:00,drinks,spices
1205,2019-09-02 19:24:00,drinks,fruit
1214,2019-09-02 19:24:00,drinks,spices
1165,2019-09-02 19:24:00,fruit,fruit
1217,2019-09-02 19:24:00,fruit,fruit
1212,2019-09-02 19:24:00,spices,spices
1189,2019-09-02 19:25:00,dairy,spices
1213,2019-09-02 19:25:00,dairy,dairy
1216,2019-09-02 19:25:00,dairy,drinks
1218,2019-09-02 19:25:00,entry,dairy
1219,2019-09-02 19:25:00,entry,dairy
1220,2019-09-02 19:25:00,entry,fruit
1165,2019-09-02 19:25:00,fruit,fruit
1205,2019-09-02 19:25:00,fruit,fruit
1217,2019-09-02 19:25:00,fruit,fruit
1149,2019-09-02 19:25:00,spices,checkout
1212,2019-09-02 19:25:00,spices,fruit
1214,2019-09-02 19:25:00,spices,checkout
1149,2019-09-02 19:26:00,checkout,checkout
1214,2019-09-02 19:26:00,checkout,checkout
1213,2019-09-02 19:26:00,dairy,dairy
1218,2019-09-02 19:26:00,dairy,dairy
1219,2019-09-02 19:26:00,dairy,dairy
1216,2019-09-02 19:26:00,drinks,drinks
1221,2019-09-02 19:26:00,entry,fruit
1165,2019-09-02 19:26:00,fruit,checkout
1205,2019-09-02 19:26:00,fruit,dairy
1212,2019-09-02 19:26:00,fruit,fruit
1217,2019-09-02 19:26:00,fruit,checkout
1220,2019-09-02 19:26:00,fruit,fruit
1189,2019-09-02 19:26:00,spices,spices
1165,2019-09-02 19:27:00,checkout,checkout
1217,2019-09-02 19:27:00,checkout,checkout
1205,2019-09-02 19:27:00,dairy,dairy
1213,2019-09-02 19:27:00,dairy,dairy
1218,2019-09-02 19:27:00,dairy,checkout
1219,2019-09-02 19:27:00,dairy,dairy
1216,2019-09-02 19:27:00,drinks,drinks
1222,2019-09-02 19:27:00,entry,fruit
1212,2019-09-02 19:27:00,fruit,fruit
1220,2019-09-02 19:27:00,fruit,dairy
1221,2019-09-02 19:27:00,fruit,spices
1189,2019-09-02 19:27:00,spices,drinks
1218,2019-09-02 19:28:00,checkout,checkout
1205,2019-09-02 19:28:00,dairy,checkout
1213,2019-09-02 19:28:00,dairy,dairy
1219,2019-09-02 19:28:00,dairy,dairy
1220,2019-09-02 19:28:00,dairy,dairy
1189,2019-09-02 19:28:00,drinks,spices
1216,2019-09-02 19:28:00,drinks,drinks
1212,2019-09-02 19:28:00,fruit,fruit
1222,2019-09-02 19:28:00,fruit,drinks
1221,2019-09-02 19:28:00,spices,dairy
1205,2019-09-02 19:29:00,checkout,checkout
1213,2019-09-02 19:29:00,dairy,fruit
1219,2019-09-02 19:29:00,dairy,dairy
1220,2019-09-02 19:29:00,dairy,dairy
1221,2019-09-02 19:29:00,dairy,dairy
1216,2019-09-02 19:29:00,drinks,drinks
1222,2019-09-02 19:29:00,drinks,checkout
1212,2019-09-02 19:29:00,fruit,fruit
1189,2019-09-02 19:29:00,spices,spices
1222,2019-09-02 19:30:00,checkout,checkout
1219,2019-09-02 19:30:00,dairy,dairy
1220,2019-09-02 19:30:00,dairy,dairy
1221,2019-09-02 19:30:00,dairy,dairy
1216,2019-09-02 19:30:00,drinks,drinks
1212,2019-09-02 19:30:00,fruit,fruit
1213,2019-09-02 19:30:00,fruit,fruit
1189,2019-09-02 19:30:00,spices,fruit
1219,2019-09-02 19:31:00,dairy,drinks
1220,2019-09-02 19:31:00,dairy,dairy
1221,2019-09-02 19:31:00,dairy,dairy
1216,2019-09-02 19:31:00,drinks,drinks
1223,2019-09-02 19:31:00,entry,fruit
1224,2019-09-02 19:31:00,entry,fruit
1225,2019-09-02 19:31:00,entry,fruit
1189,2019-09-02 19:31:00,fruit,fruit
1212,2019-09-02 19:31:00,fruit,fruit
1213,2019-09-02 19:31:00,fruit,fruit
1220,2019-09-02 19:32:00,dairy,dairy
1221,2019-09-02 19:32:00,dairy,dairy
1216,2019-09-02 19:32:00,drinks,drinks
1219,2019-09-02 19:32:00,drinks,drinks
1189,2019-09-02 19:32:00,fruit,checkout
1212,2019-09-02 19:32:00,fruit,fruit
1213,2019-09-02 19:32:00,fruit,fruit
1223,2019-09-02 19:32:00,fruit,fruit
1224,2019-09-02 19:32:00,fruit,fruit
1225,2019-09-02 19:32:00,fruit,fruit
1189,2019-09-02 19:33:00,checkout,checkout
1220,2019-09-02 19:33:00,dairy,dairy
1221,2019-09-02 19:33:00,dairy,dairy
1216,2019-09-02 19:33:00,drinks,spices
1219,2019-09-02 19:33:00,drinks,drinks
1226,2019-09-02 19:33:00,entry,dairy
1227,2019-09-02 19:33:00,entry,fruit
1228,2019-09-02 19:33:00,entry,drinks
1229,2019-09-02 19:33:00,entry,dairy
1230,2019-09-02 19:33:00,entry,dairy
1231,2019-09-02 19:33:00,entry,spices
1232,2019-09-02 19:33:00,entry,fruit
1212,2019-09-02 19:33:00,fruit,dairy
1213,2019-09-02 19:33:00,fruit,fruit
1223,2019-09-02 19:33:00,fruit,fruit
1224,2019-09-02 19:33:00,fruit,fruit
1225,2019-09-02 19:33:00,fruit,fruit
1212,2019-09-02 19:34:00,dairy,dairy
1220,2019-09-02 19:34:00,dairy,checkout
1221,2019-09-02 19:34:00,dairy,fruit
1226,2019-09-02 19:34:00,dairy,dairy
1229,2019-09-02 19:34:00,dairy,fruit
1230,2019-09-02 19:34:00,dairy,dairy
1219,2019-09-02 19:34:00,drinks,checkout
1228,2019-09-02 19:34:00,drinks,checkout
1233,2019-09-02 19:34:00,entry,spices
1234,2019-09-02 19:34:00,entry,fruit
1235,2019-09-02 19:34:00,entry,fruit
1213,2019-09-02 19:34:00,fruit,dairy
1223,2019-09-02 19:34:00,fruit,checkout
1224,2019-09-02 19:34:00,fruit,fruit
1225,2019-09-02 19:34:00,fruit,fruit
1227,2019-09-02 19:34:00,fruit,checkout
1232,2019-09-02 19:34:00,fruit,fruit
1216,2019-09-02 19:34:00,spices,fruit
1231,2019-09-02 19:34:00,spices,dairy
1219,2019-09-02 19:35:00,checkout,checkout
1220,2019-09-02 19:35:00,checkout,checkout
1223,2019-09-02 19:35:00,checkout,checkout
1227,2019-09-02 19:35:00,checkout,checkout
1228,2019-09-02 19:35:00,checkout,checkout
1212,2019-09-02 19:35:00,dairy,dairy
1213,2019-09-02 19:35:00,dairy,dairy
1226,2019-09-02 19:35:00,dairy,checkout
1230,2019-09-02 19:35:00,dairy,spices
1231,2019-09-02 19:35:00,dairy,dairy
1236,2019-09-02 19:35:00,entry,spices
1237,2019-09-02 19:35:00,entry,drinks
1238,2019-09-02 19:35:00,entry,fruit
1216,2019-09-02 19:35:00,fruit,dairy
1221,2019-09-02 19:35:00,fruit,drinks
1224,2019-09-02 19:35:00,fruit,fruit
1225,2019-09-02 19:35:00,fruit,fruit
1229,2019-09-02 19:35:00,fruit,checkout
1232,2019-09-02 19:35:00,fruit,spices
1234,2019-09-02 19:35:00,fruit,drinks
1235,2019-09-02 19:35:00,fruit,fruit
1233,2019-09-02 19:35:00,spices,spices
1226,2019-09-02 19:36:00,checkout,checkout
1229,2019-09-02 19:36:00,checkout,checkout
1212,2019-09-02 19:36:00,dairy,dairy
1213,2019-09-02 19:36:00,dairy,dairy
1216,2019-09-02 19:36:00,dairy,dairy
1231,2019-09-02 19:36:00,dairy,spices
1221,2019-09-02 19:36:00,drinks,drinks
1234,2019-09-02 19:36:00,drinks,drinks
1237,2019-09-02 19:36:00,drinks,drinks
1239,2019-09-02 19:36:00,entry,drinks
1224,2019-09-02 19:36:00,fruit,fruit
1225,2019-09-02 19:36:00,fruit,dairy
1235,2019-09-02 19:36:00,fruit,fruit
1238,2019-09-02 19:36:00,fruit,fruit
1230,2019-09-02 19:36:00,spices,fruit
1232,2019-09-02 19:36:00,spices,drinks
1233,2019-09-02 19:36:00,spices,checkout
1236,2019-09-02 19:36:00,spices,fruit
1233,2019-09-02 19:37:00,checkout,checkout
1212,2019-09-02 19:37:00,dairy,dairy
1213,2019-09-02 19:37:00,dairy,checkout
1216,2019-09-02 19:37:00,dairy,dairy
1225,2019-09-02 19:37:00,dairy,dairy
1221,2019-09-02 19:37:00,drinks,checkout
1232,2019-09-02 19:37:00,drinks,drinks
1234,2019-09-02 19:37:00,drinks,drinks
1237,2019-09-02 19:37:00,drinks,fruit
1239,2019-09-02 19:37:00,drinks,drinks
1224,2019-09-02 19:37:00,fruit,fruit
1230,2019-09-02 19:37:00,fruit,fruit
1235,2019-09-02 19:37:00,fruit,dairy
1236,2019-09-02 19:37:00,fruit,fruit
1238,2019-09-02 19:37:00,fruit,fruit
1231,2019-09-02 19:37:00,spices,dairy
1213,2019-09-02 19:38:00,checkout,checkout
1221,2019-09-02 19:38:00,checkout,checkout
1212,2019-09-02 19:38:00,dairy,fruit
1216,2019-09-02 19:38:00,dairy,dairy
1225,2019-09-02 19:38:00,dairy,spices
1231,2019-09-02 19:38:00,dairy,dairy
1235,2019-09-02 19:38:00,dairy,dairy
1232,2019-09-02 19:38:00,drinks,checkout
1234,2019-09-02 19:38:00,drinks,drinks
